Abats de bœuf,Abats de porc,Abats de poulet,Abats de veau,Abricot,Ail,Amande,Amidon de maïs,Ananas,Anchois,Anchois commun,Asperges,Aubergine,Avocat,Avoine,Baie,Basilic,Beurre,Bière,Blanc d'oeuf,Blé dur,Boisson à base d'avoine,Boisson à base de soja,Bouillon,Brocoli,Bœuf haché,Cacahuète,Cacao,Café,Calamar,Camembert,Cannelle ,Carotte,Cassonade,Cerises,Champignon,Chicorée,Chicorée rouge,Chocolat au lait,Chocolat noir,Chou blanc,Chou vert,Choucroute,Choufleur,Châtaigne,Ciboulette ou oignon de printemps,Clous de girofle,Comté,Concentré de tomates 30° Brix,Concombre,Congre,Coquille Saint-Jacques,Coriandre,Courgette,Cresson de jardin,Crevette,Crème,Céleri,Céleri-rave,Eau de Vie,Emmental,Endive,Endive d'hiver,Epinard,Escargot,Estragon,Farine de blé,Farine de riz,Farine de sarrasin,Farine de seigle,Fenouil,Fond de veau pour la sauce et la cuisson,Fraise,Framboises,Frites,Fromage,Fromage de Cheddar,Fromage fondu,Fromage frais crémeux,Fromage mozzarella,Fromage à pâte dure,Fructose,Fruit de mer,Fruits confits,Fèves,Gingembre,Grain de maïs,Grain de maïs séché,Graine de lin,Graine de soja,Graine de sésame,Graines de pavot,Graines de tournesol,Graisse de porc,Graisse végétale (type margarine),Grenade,Grondin rouge,Groseille,Gruyère,Haricot,Haricot mungo,Haricot rouge,Haricot vert,Herbes de Provence,Homard de Norvège,Huil de lin,Huile combinée (mélange d'huile d'olive et d'huile de graines),Huile d'arachide,Huile d'olive,Huile de colza,Huile de palme,Huile de poisson,Huile de soja,Huile de tournesol,Jambon cuit,Jaune d'œuf,Jus de citron,Jus de fruits mélangé,Lait,Lait concentré,Lait de coco ou crème de coco,Lait demi-écremé,Lait écrémé,Lentilles,Levure,Lieu ou colin d'Alaska,Lotte ,Léthicine de soja,Manioc,Menthe,Merguez,Miel,Millet,Morue,Moule,Moutarde,Mélange de chicorée et de café,Mélange de céréales et légumineuses,Navet,Noix,Noix de cajou,Noix de coco,Noix de muscade,Oignons,Olives,Omelette,Orange,Origan,Pain perdu,Pain pour hamburger/hot-dog,Pamplemousse/pomelos ,Parmesan,Patate douce,Persil,Petits pois,Pignon de pin,Piment,Poire,Poireau,Pois chiches,Poisson Saint-Pierre,Poivre,Pomme,Pomme de table,Pommes de terre,Potiron,Poudre de cacao,Prune,Purée de pomme de terre,Pâtes,Pêche,Raisin,Raisin de table,Rascasse,Reblochon,Riz non décortiqué,Romarin,Roquefort,Safran,Salade,Salade verte,Sarrasin,Sauce au curry,Sauce de fromage,Sauce soja,Saucisses sèches,Saumon,Sel,Sirop,Sole au citron,Son de blé,Sucre blanc,Thon,Thym,Thé,Tomate,Tomme,Vanille,Viande,Viande avec os,Viande d'agneau sans os,Viande de bœuf sans os,Viande de moutton sans os,Viande de porc maigre,Viande de poulet sans os,Viande de veau sans os,Vin blanc,Vin rouge,Yaourt,citron,Échalote,Œuf de poule
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0


